sport,position,retire_year,retire_age,years_played
nhl,LW,2016,35,13
nhl,RW,2018,47,15
nhl,C,2018,28,10
nhl,LW,2018,21,8
nhl,RW,2015,39,12
nhl,C,2018,31,12
nhl,C,2016,39,13
nhl,D,2018,32,13
nhl,D,2017,40,14
nhl,LW,2018,36,13
nhl,LW,2018,19,7
nhl,C,2018,18,7
nhl,C,2018,37,15
nhl,D,2018,42,15
nhl,C,2018,39,15
nhl,C,2016,33,10
nhl,C,2018,22,8
nhl,C,2018,22,8
nhl,D,2018,25,10
nhl,LW,2018,32,13
nhl,C,2017,36,14
nhl,C,2018,28,12
nhl,RW,2017,43,14
nhl,RW,2018,31,12
nhl,RW,2018,26,10
nhl,C,2018,35,15
nhl,C,2016,39,13
nhl,D,2018,32,13
nhl,RW,2018,25,10
nhl,C,2015,42,12
nhl,LW,2016,40,13
nhl,D,2018,30,12
nhl,LW,2015,34,9
nhl,LW,2015,40,12
nhl,C,2013,45,10
nhl,D,2016,43,13
nhl,RW,2018,25,7
nhl,C,2018,27,9
nhl,C,2018,26,11
nhl,C,2013,36,10
nhl,C,2018,32,12
nhl,LW,2018,28,11
nhl,D,2018,40,13
nhl,RW,2016,32,10
nhl,C,2018,28,11
nhl,LW,2014,43,11
nhl,C,2018,22,8
nhl,LW,2018,34,13
nhl,D,2017,34,12
nhl,D,2018,33,13
nhl,RW,2018,27,11
nhl,LW,2015,35,10
nhl,C,2018,33,13
nhl,RW,2012,43,9
nhl,RW,2018,20,8
nhl,C,2016,32,11
nhl,C,2015,36,12
nhl,RW,2016,41,13
nhl,C,2018,28,11
nhl,C,2018,34,13
nhl,D,2018,32,13
nhl,D,2018,36,13
nhl,RW,2018,28,10
nhl,LW,2017,28,8
nhl,LW,2017,31,11
nhl,C,2016,36,13
nhl,LW,2013,28,6
nhl,D,2018,30,12
nhl,D,2018,24,8
nhl,D,2015,44,12
nhl,LW,2018,27,11
nhl,C,2014,34,8
nhl,D,2018,29,12
nhl,C,2018,37,15
nhl,C,2016,22,6
nhl,C,2018,36,15
nhl,C,2018,28,11
nhl,RW,2016,28,9
nhl,D,2018,23,9
nhl,C,2016,35,11
nhl,D,2018,34,13
nhl,LW,2018,40,15
nhl,C,2018,39,15
nhl,LW,2018,29,11
nhl,C,2017,37,14
nhl,C,2018,26,10
nhl,LW,2015,41,12
nhl,RW,2014,44,11
nhl,LW,2018,23,7
nhl,D,2018,30,12
nhl,C,2014,45,11
nhl,D,2017,33,12
nhl,RW,2016,31,9
nhl,LW,2018,26,10
nhl,C,2016,30,10
nhl,C,2016,26,6
nhl,LW,2017,28,9
nhl,RW,2013,43,10
nhl,D,2018,34,15
nhl,C,2018,37,15
nhl,C,2018,30,13
nhl,D,2015,45,12
nhl,D,2018,37,15
nhl,D,2018,21,8
nhl,RW,2017,29,10
nhl,C,2016,27,9
nhl,C,2018,26,10
nhl,LW,2012,32,7
nhl,D,2018,39,15
nhl,C,2018,22,7
nhl,C,2012,36,7
nhl,D,2018,25,10
nhl,RW,2018,36,15
nhl,D,2018,24,9
nhl,C,2013,39,10
nhl,C,2018,24,9
nhl,C,2018,43,15
nhl,C,2018,33,13
nhl,C,2016,33,11
nhl,C,2016,36,13
nhl,C,2012,45,9
nhl,C,2018,24,9
nhl,C,2016,41,13
nhl,D,2012,49,9
nhl,C,2018,30,12
nhl,D,2018,32,13
nhl,C,2018,28,11
nhl,RW,2018,31,12
nhl,LW,2014,30,6
nhl,D,2018,30,10
nhl,LW,2013,39,10
nhl,LW,2015,41,12
nhl,C,2016,29,9
nhl,D,2018,31,11
nhl,RW,2018,26,9
nhl,RW,2013,35,8
nhl,C,2014,34,11
nhl,C,2018,25,10
nhl,LW,2018,30,12
nhl,C,2018,25,10
nhl,D,2018,21,8
nhl,RW,2015,35,10
nhl,D,2018,24,9
nhl,D,2018,23,8
nhl,D,2016,26,6
nhl,D,2013,33,8
nhl,D,2013,43,10
nhl,D,2016,37,13
nhl,RW,2014,43,11
nhl,D,2013,41,10
nhl,LW,2018,32,12
nhl,C,2018,26,9
nhl,RW,2018,27,10
nhl,C,2012,43,9
nhl,D,2018,30,11
nhl,D,2018,21,7
nhl,RW,2017,36,14
nhl,D,2018,24,10
nhl,C,2018,26,11
nhl,D,2018,36,15
nhl,D,2018,21,8
nhl,D,2018,32,12
nhl,C,2018,24,9
nhl,RW,2016,26,8
nhl,C,2018,33,13
nhl,C,2018,23,9
nhl,RW,2018,34,13
nhl,C,2018,21,8
nhl,RW,2017,40,14
nhl,LW,2018,28,10
nhl,D,2018,23,9
nhl,RW,2018,28,11
nhl,C,2018,19,7
nhl,LW,2012,46,9
nhl,C,2015,34,10
nhl,C,2012,32,4
nhl,D,2018,34,13
nhl,D,2017,25,8
nhl,LW,2016,38,13
nhl,D,2017,39,14
nhl,D,2015,43,12
nhl,D,2016,33,11
nhl,D,2018,38,15
nhl,LW,2014,38,11
nhl,C,2018,26,10
nhl,C,2018,28,11
nhl,C,2018,31,11
nhl,RW,2014,31,6
nhl,LW,2015,41,12
nhl,C,2018,29,11
nhl,C,2018,22,8
nhl,RW,2014,28,5
nhl,D,2018,32,13
nhl,D,2017,36,14
nhl,D,2018,27,11
nhl,LW,2017,31,10
nhl,C,2018,28,9
nhl,D,2014,45,11
nhl,RW,2017,26,7
nhl,LW,2014,31,6
nhl,D,2015,32,10
nhl,C,2018,27,10
nhl,D,2014,42,11
nhl,D,2018,36,15
nhl,C,2018,39,15
nhl,D,2018,25,8
nhl,LW,2017,36,12
nhl,C,2013,32,7
nhl,LW,2018,25,10
nhl,LW,2012,47,9
nhl,LW,2018,24,9
nhl,D,2015,39,12
nhl,C,2018,27,11
nhl,LW,2017,30,11
nhl,C,2014,42,11
nhl,C,2012,46,9
nhl,D,2016,40,13
nhl,RW,2013,44,10
nhl,D,2016,42,13
nhl,D,2018,25,10
nhl,D,2013,39,10
nhl,D,2018,32,13
nhl,D,2018,22,8
nhl,LW,2015,35,12
nhl,C,2018,20,7
nhl,LW,2012,40,9
nhl,D,2015,35,10
nhl,C,2016,37,13
nhl,RW,2017,36,14
nhl,D,2018,23,9
nhl,C,2018,30,11
nhl,D,2018,23,9
nhl,D,2018,38,15
nhl,D,2018,29,12
nhl,D,2018,23,8
nhl,C,2013,42,10
nhl,C,2016,25,7
nhl,C,2014,35,11
nhl,LW,2018,28,11
nhl,D,2018,37,13
nhl,D,2018,19,7
nhl,D,2015,42,12
nhl,D,2017,34,11
nhl,D,2018,25,10
nhl,D,2016,42,13
nhl,LW,2016,34,11
nhl,C,2015,35,10
nhl,C,2018,19,7
nhl,C,2017,39,14
nhl,C,2016,35,11
nhl,D,2013,43,10
nhl,C,2016,37,13
nhl,D,2016,40,13
nhl,D,2018,26,9
nhl,RW,2014,42,11
nhl,D,2017,33,12
nhl,D,2018,29,11
nhl,D,2016,31,8
nhl,D,2015,40,12
nhl,D,2015,26,6
nhl,RW,2018,28,10
nhl,LW,2015,22,5
nhl,LW,2017,30,10
nhl,LW,2013,41,10
nhl,C,2012,33,7
nhl,D,2015,22,4
nhl,C,2018,28,11
nhl,D,2014,29,5
nhl,D,2015,33,9
nhl,D,2014,34,9
nhl,C,2018,26,9
nhl,C,2015,32,10
nhl,C,2018,31,11
nhl,LW,2014,38,11
nhl,LW,2018,21,7
nhl,C,2015,34,9
nhl,D,2015,38,9
nhl,D,2018,28,10
nhl,D,2015,41,12
nhl,D,2018,27,9
nhl,D,2018,20,7
nhl,D,2016,37,13
nhl,C,2018,22,9
nhl,RW,2014,29,7
nhl,C,2013,37,10
nhl,C,2018,36,15
nhl,C,2015,39,12
nhl,RW,2013,47,10
nhl,RW,2018,36,12
nhl,RW,2015,42,12
nhl,C,2018,25,9
nhl,D,2018,26,10
nhl,D,2018,35,12
nhl,D,2018,19,7
nhl,D,2018,39,15
nhl,D,2018,29,11
nhl,D,2015,37,12
nhl,C,2017,34,12
nhl,LW,2015,39,12
nhl,RW,2014,35,9
nhl,D,2016,23,7
nhl,D,2013,36,10
nhl,LW,2016,32,10
nhl,D,2015,28,6
nhl,C,2017,26,7
nhl,D,2018,31,9
nhl,D,2017,25,7
nhl,C,2012,42,9
nhl,D,2018,26,10
nhl,LW,2016,37,13
nhl,C,2016,36,13
nhl,C,2013,27,6
nhl,LW,2014,26,5
nhl,RW,2014,41,11
nhl,LW,2018,32,11
nhl,D,2018,21,7
nhl,C,2017,30,9
nhl,C,2013,42,10
nhl,C,2014,43,11
nhl,C,2016,29,9
nhl,D,2015,26,4
nhl,D,2013,36,10
nhl,D,2018,33,13
nhl,D,2018,34,12
nhl,D,2013,28,6
nhl,D,2015,41,12
nhl,LW,2015,26,7
nhl,LW,2016,33,11
nhl,C,2018,32,12
nhl,RW,2015,25,5
nhl,RW,2018,41,15
nhl,RW,2016,22,6
nhl,RW,2013,45,10
nhl,C,2013,28,5
nhl,D,2018,32,11
nhl,RW,2018,30,12
nhl,C,2018,26,10
nhl,D,2016,30,10
nhl,D,2012,45,9
nhl,LW,2018,26,10
nhl,RW,2018,19,7
nhl,D,2017,34,12
nhl,D,2012,42,9
nhl,D,2018,28,10
nhl,D,2013,43,10
nhl,LW,2016,28,9
nhl,D,2018,28,11
nhl,RW,2018,22,7
nhl,RW,2014,37,11
nhl,C,2018,38,15
nhl,LW,2018,24,9
nhl,C,2012,43,9
nhl,C,2014,31,9
nhl,LW,2017,23,7
nhl,D,2012,40,9
nhl,D,2013,38,10
nhl,C,2016,27,6
nhl,D,2014,36,8
nhl,D,2017,33,12
nhl,D,2018,22,8
nhl,D,2015,39,12
nhl,LW,2014,34,9
nhl,C,2014,35,9
nhl,RW,2018,19,7
nhl,C,2015,24,6
nhl,LW,2018,20,7
nhl,D,2013,33,8
nhl,C,2014,29,6
nhl,RW,2013,39,10
nhl,RW,2017,42,14
nhl,D,2018,25,9
nhl,D,2016,21,5
nhl,D,2014,43,11
nhl,D,2014,37,11
nhl,D,2018,30,12
nhl,D,2013,45,10
nhl,D,2017,37,14
nhl,D,2014,44,11
nhl,D,2016,38,13
nhl,D,2017,26,8
nhl,D,2017,39,12
nhl,D,2013,42,10
nhl,C,2012,46,9
nhl,C,2012,34,7
nhl,D,2018,26,9
nhl,D,2018,28,11
nhl,LW,2018,22,8
nhl,LW,2012,43,9
nhl,RW,2015,31,7
nhl,RW,2013,41,10
nhl,RW,2012,33,6
nhl,LW,2013,31,8
nhl,D,2018,22,8
nhl,D,2015,41,12
nhl,D,2012,45,9
nhl,D,2018,27,9
nhl,C,2016,29,8
nhl,LW,2018,31,11
nhl,LW,2013,25,4
nhl,C,2018,25,10
nhl,D,2014,44,11
nhl,C,2012,44,9
nhl,C,2018,34,13
nhl,C,2014,39,9
nhl,D,2018,21,7
nhl,C,2014,20,3
nhl,D,2012,34,7
nhl,D,2017,24,8
nhl,D,2018,25,8
nhl,D,2012,33,7
nhl,LW,2015,32,9
nhl,C,2016,40,13
nhl,D,2014,41,11
nhl,D,2014,29,5
nhl,D,2015,37,12
nhl,RW,2013,27,4
nhl,D,2018,31,11
nhl,D,2018,27,10
nhl,D,2017,32,11
nhl,D,2018,30,12
nhl,C,2014,24,4
nhl,LW,2012,36,7
nhl,RW,2015,30,9
nhl,C,2014,21,3
nhl,RW,2018,21,7
nhl,D,2014,33,8
nhl,RW,2017,28,10
nhl,C,2015,22,5
nhl,D,2012,44,9
nhl,D,2013,35,10
nhl,D,2018,27,9
nhl,D,2018,21,7
nhl,D,2018,38,15
nhl,RW,2018,22,7
nhl,RW,2013,29,7
nhl,LW,2013,22,3
nhl,C,2018,33,10
nhl,C,2013,27,2
nhl,D,2014,30,6
nhl,RW,2013,30,5
nhl,C,2018,24,8
nhl,D,2013,46,10
nhl,C,2018,21,8
nhl,RW,2012,26,4
nhl,LW,2015,35,9
nhl,C,2018,21,7
nhl,D,2018,25,9
nhl,D,2016,41,13
nhl,D,2015,25,4
nhl,D,2015,43,12
nhl,C,2014,26,5
nhl,RW,2018,32,13
nhl,C,2016,32,9
nhl,C,2018,20,7
nhl,C,2013,42,10
nhl,LW,2013,22,2
nhl,RW,2018,24,8
nhl,RW,2012,41,9
nhl,LW,2015,35,9
nhl,C,2015,30,9
nhl,C,2013,45,10
nhl,RW,2013,27,5
nhl,RW,2017,22,6
nhl,D,2013,37,8
nhl,C,2015,32,9
nhl,C,2013,25,5
nhl,D,2018,20,7
nhl,LW,2018,21,8
nhl,C,2014,32,7
nhl,D,2018,21,7
nhl,D,2012,46,9
nhl,C,2018,23,9
nhl,D,2012,22,1
nhl,C,2013,25,3
nhl,C,2018,21,8
nhl,RW,2012,24,3
nhl,C,2016,30,8
nhl,RW,2017,28,9
nhl,D,2015,24,5
nhl,D,2018,25,7
nhl,D,2012,29,3
nhl,D,2018,32,13
nhl,C,2018,28,10
nhl,C,2014,23,5
nhl,C,2012,32,7
nhl,RW,2018,30,12
nhl,RW,2014,28,5
nhl,C,2014,30,7
nhl,RW,2014,39,11
nhl,RW,2012,39,9
nhl,D,2013,37,7
nhl,D,2018,22,8
nhl,C,2018,28,10
nhl,C,2014,26,5
nhl,D,2015,35,10
nhl,RW,2016,38,13
nhl,D,2018,31,12
nhl,LW,2018,22,7
nhl,D,2013,31,6
nhl,D,2015,29,6
nhl,D,2016,21,5
nhl,D,2014,41,11
nhl,D,2017,37,14
nhl,D,2018,22,7
nhl,D,2016,26,6
nhl,D,2012,48,9
nhl,C,2015,33,8
nhl,C,2016,26,8
nhl,D,2018,30,11
nhl,C,2018,24,8
nhl,LW,2017,24,6
nhl,D,2015,30,8
nhl,C,2017,20,6
nhl,C,2018,31,12
nhl,RW,2018,32,13
nhl,D,2018,23,8
nhl,C,2012,26,4
nhl,C,2013,42,10
nhl,D,2016,30,10
nhl,C,2014,40,11
nhl,LW,2014,22,4
nhl,RW,2015,31,7
nhl,D,2012,34,7
nhl,D,2013,44,10
nhl,D,2014,41,11
nhl,C,2018,29,10
nhl,C,2014,40,11
nhl,C,2018,23,8
nhl,RW,2014,23,4
nhl,C,2014,37,9
nhl,LW,2012,41,9
nhl,RW,2014,36,8
nhl,D,2013,36,10
nhl,LW,2012,24,2
nhl,RW,2013,29,5
nhl,LW,2013,22,3
nhl,D,2018,24,8
nhl,LW,2015,34,10
nhl,C,2013,38,7
nhl,RW,2012,26,4
nhl,RW,2012,26,3
nhl,LW,2017,29,9
nhl,D,2018,29,11
nhl,RW,2018,36,15
nhl,C,2012,31,5
nhl,C,2017,23,7
nhl,D,2014,24,4
nhl,D,2014,38,11
nhl,D,2018,30,10
nhl,RW,2014,23,4
nhl,LW,2012,32,4
nhl,D,2015,39,12
nhl,D,2017,28,8
nhl,D,2016,28,9
nhl,D,2015,25,6
nhl,C,2015,23,5
nhl,RW,2018,26,8
nhl,RW,2018,30,12
nhl,RW,2016,30,9
nhl,D,2013,27,5
nhl,C,2018,22,7
nhl,C,2012,31,6
nhl,C,2015,28,7
nhl,RW,2012,30,4
nhl,D,2017,20,6
nhl,D,2013,42,10
nhl,C,2012,22,2
nhl,D,2012,36,7
nhl,C,2012,23,1
nhl,C,2015,36,12
nhl,LW,2012,44,9
nhl,C,2013,34,6
nhl,RW,2014,38,9
nhl,C,2012,29,4
nhl,D,2012,39,9
nhl,D,2012,42,9
nhl,C,2018,20,7
nhl,LW,2015,22,5
nhl,D,2014,37,9
nhl,D,2012,32,7
nhl,C,2012,32,7
nhl,C,2012,39,9
nhl,LW,2018,19,7
nhl,C,2012,46,9
nhl,LW,2014,25,4
nhl,D,2014,36,9
nhl,RW,2013,22,2
nhl,RW,2018,29,11
nhl,RW,2018,24,9
nhl,RW,2018,32,13
nhl,C,2017,26,6
nhl,C,2012,32,6
nhl,C,2018,19,7
nhl,LW,2018,25,8
nhl,RW,2013,35,8
nhl,C,2018,22,8
nhl,D,2014,37,9
nhl,RW,2015,33,9
nhl,RW,2015,30,8
nhl,C,2018,23,8
nhl,LW,2013,39,10
nhl,D,2012,31,5
nhl,RW,2014,24,4
nhl,D,2013,27,5
nhl,LW,2013,25,3
nhl,LW,2013,45,10
nhl,D,2013,28,6
nhl,D,2012,27,4
nhl,D,2015,26,4
nhl,D,2018,21,7
nhl,RW,2016,30,8
nhl,D,2015,23,5
nhl,RW,2016,19,5
nhl,LW,2018,23,8
nhl,D,2017,41,14
nhl,D,2017,30,9
nhl,D,2016,24,6
nhl,C,2015,27,7
nhl,RW,2017,25,8
nhl,D,2013,31,8
nhl,D,2013,30,5
nhl,D,2016,34,10
nhl,LW,2014,26,4
nhl,C,2012,29,3
nhl,C,2012,25,1
nhl,C,2012,24,1
nhl,RW,2017,24,7
nhl,RW,2012,28,5
nhl,LW,2012,42,9
nhl,D,2012,38,9
nhl,LW,2014,28,6
nhl,RW,2012,22,2
nhl,LW,2012,25,4
nhl,C,2012,24,1
nhl,RW,2012,41,9
nhl,RW,2014,30,6
nhl,C,2012,39,9
nhl,D,2018,24,7
nhl,C,2015,25,7
nhl,D,2012,40,9
nhl,LW,2012,26,3
nhl,D,2015,20,4
nhl,D,2014,39,11
nhl,D,2015,29,8
nhl,C,2012,25,3
nhl,D,2015,33,9
nhl,LW,2016,26,6
nhl,LW,2014,25,3
nhl,D,2013,31,6
nhl,LW,2012,24,2
nhl,C,2018,22,7
nhl,RW,2015,36,10
nhl,D,2014,37,7
nhl,C,2018,21,8
nhl,C,2012,38,9
nhl,D,2018,23,8
nhl,LW,2016,24,7
nhl,LW,2015,38,12
nhl,LW,2018,20,7
nhl,C,2012,24,3
nhl,C,2016,26,5
nhl,LW,2014,29,6
nhl,D,2016,22,5
nhl,C,2012,23,1
nhl,RW,2018,27,8
nhl,RW,2017,29,7
nhl,C,2012,36,7
nhl,C,2018,21,7
nhl,D,2014,43,11
nhl,RW,2018,20,8
nhl,RW,2015,37,12
nhl,RW,2012,25,1
nhl,C,2018,18,7
nhl,RW,2013,30,5
nhl,RW,2012,34,7
nhl,C,2012,25,1
nhl,D,2014,22,4
nhl,C,2017,25,7
nhl,RW,2015,27,5
nhl,C,2017,29,10
nhl,LW,2018,21,7
nhl,LW,2012,29,4
nhl,LW,2012,21,1
nhl,C,2012,39,7
nhl,C,2012,30,4
nhl,RW,2018,33,13
nhl,D,2012,23,1
nhl,LW,2012,24,4
nhl,D,2012,25,1
nhl,LW,2015,26,4
nhl,RW,2012,34,5
nhl,D,2012,39,9
nhl,RW,2014,33,9
nhl,C,2012,38,9
nhl,D,2018,20,7
nhl,C,2014,29,4
nhl,C,2018,22,7
nhl,C,2012,26,3
nhl,D,2016,21,5
nhl,D,2012,24,3
nhl,D,2016,32,8
nhl,LW,2017,28,10
nhl,LW,2013,43,10
nhl,D,2012,24,1
nhl,D,2017,25,7
nhl,D,2012,21,1
nhl,C,2018,18,7
nhl,C,2016,22,5
nhl,RW,2015,20,4
nhl,D,2018,20,7
nhl,D,2018,24,8
nhl,D,2012,34,7
nhl,LW,2012,39,9
nhl,C,2015,29,7
nhl,LW,2016,25,5
nhl,D,2018,22,7
nhl,D,2018,22,7
nhl,LW,2016,43,13
nhl,C,2012,26,2
nhl,LW,2012,29,5
nhl,D,2013,29,5
nhl,D,2018,27,10
nhl,D,2015,21,4
nhl,D,2012,31,4
nhl,LW,2012,22,1
nhl,C,2016,22,6
nhl,D,2012,22,1
nhl,D,2018,20,7
nhl,D,2012,28,3
nhl,D,2018,21,7
nhl,LW,2012,36,7
nhl,D,2015,21,4
nhl,C,2018,21,7
nhl,C,2012,29,4
nhl,D,2018,21,7
nhl,C,2012,25,2
nhl,D,2012,28,4
nhl,D,2013,24,2
nhl,LW,2012,21,1
nhl,D,2015,30,9
nhl,LW,2015,21,4
nhl,D,2012,24,1
nhl,C,2013,27,4
nhl,LW,2012,39,7
nhl,RW,2012,20,1
nhl,D,2017,22,6
nhl,C,2018,27,9
nhl,C,2012,31,6
nhl,C,2018,22,7
nhl,C,2012,25,2
nhl,LW,2012,41,9
nhl,LW,2012,39,7
nhl,LW,2012,32,7
nhl,C,2012,27,1
nhl,C,2017,30,6
nhl,LW,2012,32,6
nhl,LW,2015,22,5
nhl,D,2012,25,3
nhl,D,2013,22,2
nhl,C,2012,22,1
nhl,D,2012,26,3
nhl,RW,2014,29,6
nhl,D,2014,22,3
nhl,LW,2013,34,5
nhl,RW,2012,31,6
nhl,D,2018,21,7
nhl,LW,2017,23,6
nhl,D,2012,22,1
nhl,C,2012,26,2
nhl,LW,2012,28,4
nhl,LW,2016,27,7
nhl,C,2017,29,8
nhl,LW,2014,26,5
nhl,D,2013,32,7
nhl,C,2014,23,3
nhl,LW,2015,21,5
nhl,C,2015,26,5
nhl,C,2012,22,2
nhl,D,2018,21,7
nhl,C,2014,34,8
nhl,D,2012,25,3
nhl,C,2014,32,9
nhl,D,2012,27,3
nhl,RW,2012,21,1
nhl,D,2015,32,9
nhl,D,2018,23,8
nhl,D,2018,21,7
nhl,RW,2012,24,2
nhl,C,2013,30,2
nhl,RW,2012,27,4
nhl,C,2012,28,5
nhl,D,2015,21,4
nhl,D,2012,30,4
nhl,D,2014,28,5
nhl,LW,2018,19,7
nhl,D,2013,25,4
nhl,C,2012,22,1
nhl,RW,2013,31,5
nhl,LW,2015,30,7
nhl,C,2018,20,7
nhl,RW,2018,20,7
nhl,LW,2012,31,5
nhl,RW,2012,31,6
nhl,LW,2012,33,5
nhl,LW,2013,23,2
nhl,LW,2012,24,1
nhl,D,2012,39,9
nhl,LW,2013,29,4
nhl,RW,2012,25,1
nhl,LW,2016,23,5
nhl,C,2012,42,9
nhl,LW,2012,27,1
nhl,D,2012,32,5
nhl,C,2012,29,3
nhl,D,2012,26,4
nhl,D,2014,38,11
nhl,C,2012,27,3
nhl,RW,2012,26,3
nhl,LW,2018,37,15
nhl,RW,2015,42,12
nhl,RW,2018,30,13
nhl,C,2018,37,15
nhl,C,2018,22,10
nhl,RW,2017,40,14
nhl,LW,2018,30,13
nhl,RW,2014,47,11
nhl,LW,2018,37,15
nhl,C,2016,37,13
nhl,C,2018,33,15
nhl,C,2018,25,11
nhl,RW,2018,26,11
nhl,C,2018,30,13
nhl,C,2018,33,15
nhl,C,2018,38,15
nhl,LW,2018,32,13
nhl,LW,2018,29,12
nhl,RW,2018,25,11
nhl,C,2018,27,12
nhl,RW,2018,26,11
nhl,C,2018,36,15
nhl,C,2017,37,14
nhl,C,2018,38,15
nhl,LW,2016,38,13
nhl,C,2015,40,12
nhl,D,2015,41,12
nhl,C,2018,21,9
nhl,C,2018,21,9
nhl,C,2018,31,13
nhl,C,2018,28,13
nhl,LW,2018,33,15
nhl,C,2016,30,11
nhl,C,2018,30,12
nhl,C,2018,26,11
nhl,RW,2018,27,12
nhl,RW,2015,37,12
nhl,RW,2018,18,8
nhl,RW,2018,30,12
nhl,LW,2018,25,11
nhl,LW,2015,33,10
nhl,LW,2016,36,13
nhl,LW,2016,41,13
nhl,LW,2017,29,11
nhl,C,2018,32,13
nhl,D,2012,47,9
nhl,C,2018,28,12
nhl,LW,2013,34,10
nhl,RW,2017,41,14
nhl,LW,2018,30,13
nhl,C,2016,39,13
nhl,D,2018,28,12
nhl,C,2016,31,10
nhl,LW,2018,26,10
nhl,RW,2018,33,15
nhl,RW,2017,39,14
nhl,C,2016,33,11
nhl,C,2018,32,15
nhl,C,2018,35,15
nhl,C,2018,29,12
nhl,RW,2018,36,15
nhl,C,2018,34,15
nhl,C,2016,34,13
nhl,LW,2014,45,11
nhl,LW,2015,39,12
nhl,C,2018,22,9
nhl,LW,2018,22,9
nhl,RW,2013,41,10
nhl,C,2016,36,11
nhl,C,2016,35,13
nhl,LW,2016,33,13
nhl,C,2016,37,13
nhl,C,2018,28,12
nhl,C,2015,39,12
nhl,LW,2018,30,11
nhl,RW,2018,25,10
nhl,C,2014,32,11
nhl,D,2018,30,13
nhl,LW,2017,31,11
nhl,LW,2014,29,6
nhl,RW,2018,24,9
nhl,RW,2018,29,12
nhl,LW,2015,39,12
nhl,C,2018,24,10
nhl,RW,2018,35,15
nhl,LW,2018,32,13
nhl,C,2018,31,13
nhl,RW,2017,28,10
nhl,D,2018,29,11
nhl,D,2016,31,11
nhl,LW,2017,34,12
nhl,LW,2013,26,6
nhl,C,2013,40,10
nhl,RW,2014,41,11
nhl,LW,2015,36,12
nhl,D,2016,35,13
nhl,D,2016,41,13
nhl,D,2018,27,12
nhl,RW,2018,35,15
nhl,C,2015,34,12
nhl,C,2018,22,9
nhl,LW,2018,34,13
nhl,RW,2018,29,12
nhl,LW,2018,38,15
nhl,RW,2018,35,15
nhl,RW,2018,26,10
nhl,RW,2018,36,15
nhl,C,2018,26,11
nhl,C,2018,34,15
nhl,D,2018,30,13
nhl,RW,2011,49,8
nhl,D,2018,30,13
nhl,D,2011,44,8
nhl,LW,2014,41,11
nhl,C,2018,35,15
nhl,C,2018,35,15
nhl,C,2018,26,11
nhl,D,2013,39,10
nhl,RW,2018,39,15
nhl,LW,2015,39,12
nhl,RW,2018,28,12
nhl,RW,2014,27,7
nhl,RW,2018,27,11
nhl,LW,2012,44,9
nhl,D,2018,32,15
nhl,D,2018,28,11
nhl,RW,2018,23,10
nhl,D,2017,37,14
nhl,RW,2016,29,9
nhl,RW,2014,33,9
nhl,LW,2018,25,10
nhl,C,2016,27,9
nhl,C,2018,20,8
nhl,LW,2012,30,7
nhl,RW,2014,42,11
nhl,C,2014,43,11
nhl,D,2018,21,9
nhl,D,2018,32,13
nhl,C,2018,24,10
nhl,RW,2018,26,10
nhl,D,2018,40,15
nhl,C,2018,30,12
nhl,C,2018,29,12
nhl,LW,2015,32,9
nhl,C,2016,35,13
nhl,C,2018,20,9
nhl,C,2018,20,8
nhl,D,2018,23,10
nhl,C,2012,42,9
nhl,D,2018,22,8
nhl,D,2018,32,13
nhl,LW,2018,19,8
nhl,C,2018,24,11
nhl,RW,2015,33,10
nhl,RW,2018,34,15
nhl,C,2012,34,7
nhl,D,2018,28,12
nhl,RW,2017,27,10
nhl,C,2018,23,9
nhl,C,2016,27,8
nhl,C,2014,32,8
nhl,RW,2015,37,12
nhl,C,2016,37,13
nhl,C,2013,37,10
nhl,RW,2013,45,10
nhl,LW,2018,30,12
nhl,LW,2018,22,9
nhl,LW,2017,26,9
nhl,LW,2015,37,12
nhl,C,2013,40,10
nhl,LW,2011,39,8
nhl,D,2014,40,11
nhl,D,2018,23,10
nhl,D,2018,19,8
nhl,D,2017,32,12
nhl,D,2017,31,12
nhl,C,2018,31,13
nhl,LW,2017,28,10
nhl,C,2012,31,7
nhl,C,2018,41,15
nhl,LW,2011,44,8
nhl,D,2018,31,13
nhl,RW,2018,32,13
nhl,LW,2015,38,12
nhl,D,2018,22,9
nhl,C,2014,33,11
nhl,C,2018,24,10
nhl,C,2016,38,13
nhl,LW,2012,45,9
nhl,LW,2017,28,11
nhl,LW,2016,38,13
nhl,C,2018,31,13
nhl,C,2016,28,10
nhl,C,2018,28,12
nhl,D,2018,37,15
nhl,C,2017,34,14
nhl,D,2018,21,9
nhl,D,2018,22,9
nhl,D,2015,42,12
nhl,C,2018,37,15
nhl,RW,2018,29,12
nhl,RW,2012,26,5
nhl,C,2018,29,11
nhl,RW,2013,37,10
nhl,D,2015,37,12
nhl,LW,2013,29,8
nhl,D,2013,33,10
nhl,C,2018,26,11
nhl,C,2015,34,12
nhl,D,2013,34,10
nhl,RW,2018,34,15
nhl,RW,2018,26,11
nhl,RW,2013,44,10
nhl,C,2018,22,9
nhl,LW,2018,19,8
nhl,LW,2018,26,11
nhl,C,2012,44,9
nhl,C,2018,26,10
nhl,D,2013,43,10
nhl,RW,2017,33,14
nhl,D,2018,28,12
nhl,C,2018,37,15
nhl,C,2012,44,9
nhl,C,2018,25,9
nhl,C,2013,40,10
nhl,C,2018,27,11
nhl,C,2017,35,14
nhl,RW,2016,26,9
